"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"485","Free Webinars in November – Learn from Big Data &amp; Machine Learning Applications in Healthcare -  https://t.co/flARLJ02oA #machine-learning",FALSE,0,NA,2017-11-09 21:45:17,FALSE,NA,"928740300666830848",NA,"<a href=""http://www.homeAI.info"" rel=""nofollow"">HomeAIinfoTwitterFeed</a>","homeAIinfo",3,FALSE,FALSE,NA,NA
"486","Big Data Analytics in Healthcare Market Supply-Demand, Industry Research and End User Analysis, Outlook 2022 https://t.co/9VqFcuyxYX",FALSE,0,NA,2017-11-09 21:41:14,FALSE,NA,"928739283460116480",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","srm_up",0,FALSE,FALSE,NA,NA
"487","Big Data Analytics in Healthcare Market Supply-Demand, Industry Research and End User Analysis, Outlook 2022 https://t.co/9ukDT0C8eg",FALSE,0,NA,2017-11-09 21:41:14,FALSE,NA,"928739280498937856",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","AreaInfoNet",0,FALSE,FALSE,NA,NA
"488","#Auriga Develops #BigData Solution for #Healthcare Industry https://t.co/P1hxSHExIW #DataAnalytics #NeuralNetworks… https://t.co/6qHNYGZBr4",FALSE,0,NA,2017-11-09 21:39:05,TRUE,NA,"928738740528394241",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","AurigaInc",0,FALSE,FALSE,NA,NA
"490","5 ways the healthcare industry could use #bigdata<U+0097>and why it<U+0092>s not https://t.co/qcnt7nRcjL",FALSE,1,NA,2017-11-09 21:15:12,FALSE,NA,"928732729532919810",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","CoranetCorp",0,FALSE,FALSE,NA,NA
"491","Ten Major Challenges of Big Data Analytics in the Healthcare Industry of Today https://t.co/g66G0QVH4D #BigData in #Healthcare",FALSE,1,NA,2017-11-09 21:10:53,FALSE,NA,"928731641899446272",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BigDataeHealth",0,FALSE,FALSE,NA,NA
"492","Global Big Data Analytics in Healthcare Market Dynamics 2017: Opportunities, Risks and Driving Factors to 2022… https://t.co/Daq2TKbhOG",FALSE,0,NA,2017-11-09 21:03:14,TRUE,NA,"928729719784202240",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","ABNewswire",0,FALSE,FALSE,NA,NA
"493","Free Webinars in November – Learn from Big Data &amp; Machine Learning Applications in Healthcare https://t.co/DJdS8hWodB <ed><U+00A0><U+00BD><ed><U+00B7><U+00A3>#Opines on #BigData",FALSE,0,NA,2017-11-09 21:03:04,FALSE,NA,"928729675635023873",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","BigDataBlogs",0,FALSE,FALSE,NA,NA
"496","70% of Healthcare Execs Pin Growth to Big Data Analytics Skills https://t.co/B8vzNIXqGv #BigData #DataAnalytics… https://t.co/ddY9jC0B4a",FALSE,1,NA,2017-11-09 20:40:10,TRUE,NA,"928723913714085889",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","FusionPPT",0,FALSE,FALSE,NA,NA
"498","How Machine Learning, Big Data And AI Are Changing Healthcare Forever https://t.co/KI9wfv4GGr #machinelearning",FALSE,1,NA,2017-11-09 20:35:09,FALSE,NA,"928722652461748224",NA,"<a href=""http://paper.li"" rel=""nofollow"">Paper.li</a>","theMedidex",1,FALSE,FALSE,NA,NA
"504","Free Webinars in November – Learn from Big Data &amp;#038; Machine Learning Applications in Healthcare  https://t.co/HEDlfg6wXt",FALSE,0,NA,2017-11-09 20:17:03,FALSE,NA,"928718094733840390",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","DoktorKermit",0,FALSE,FALSE,NA,NA
"505","5 Ways The #Healthcare #industry  Could Use #BigData —and Why It's Not https://t.co/0RO5BFB5rD https://t.co/8GBNcFBjsd",FALSE,0,NA,2017-11-09 20:13:02,FALSE,NA,"928717083378057216",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","DataconomyJobs",0,FALSE,FALSE,NA,NA
"507","Not just hospital systems, #Healthplans also benefit from having real-time #data they need to care for members. https://t.co/7NIyLvsDfK",FALSE,0,NA,2017-11-09 20:00:01,FALSE,NA,"928713807999926273",NA,"<a href=""https://social.zoho.com"" rel=""nofollow"">ZohoTwitterApp</a>","TCSHealthcare",0,FALSE,FALSE,NA,NA
"508","“Basic Science” of Healthcare Big Data Analytics Still Needs Work | @scoopit https://t.co/7ENRXd7AD8",FALSE,0,NA,2017-11-09 19:55:33,FALSE,NA,"928712684698292231",NA,"<a href=""http://www.scoop.it"" rel=""nofollow"">Scoop.it</a>","dhowe8059",0,FALSE,FALSE,NA,NA
"510","Free Webinars in November – Learn from Big Data &amp; Machine Learning Applications in Healthcare https://t.co/HLWSu1HSsX",FALSE,0,NA,2017-11-09 19:55:22,FALSE,NA,"928712638724497408",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","pensator_sp",0,FALSE,FALSE,NA,NA
"511","Free Webinars in November – Learn from Big Data &amp; Machine Learning Applications in Healthcare #Azure https://t.co/gwFKd5iGgw",FALSE,0,NA,2017-11-09 19:55:01,FALSE,NA,"928712550203645952",NA,"<a href=""http://www.powerapps.com"" rel=""nofollow"">Microsoft PowerApps and Flow</a>","michaelsrichter",1,FALSE,FALSE,NA,NA
"512","5 Companies Using Big Data to Disrupt Healthcare https://t.co/ITBK4dpCLg https://t.co/VSZJaC0dd5",FALSE,0,NA,2017-11-09 19:54:47,FALSE,NA,"928712492066398208",NA,"<a href=""http://dynamicsignal.com/"" rel=""nofollow"">VoiceStorm</a>","dandelaney21211",0,FALSE,FALSE,NA,NA
"514","https://t.co/sNwAOcBhME #azurejp Free Webinars in November – Learn from Big Data &amp; Machine Learning Applications in Healthcare",FALSE,0,NA,2017-11-09 19:37:24,FALSE,NA,"928708117571006464",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","satonaoki",1,FALSE,FALSE,NA,NA
"515","* Free Webinars in November – Learn from Big Data &amp;#038; Machine Learning Applications in H... https://t.co/Wp5SjWIZdK @SQLServer #sqlserver",FALSE,0,NA,2017-11-09 19:33:45,FALSE,NA,"928707200331276289",NA,"<a href=""http://www.evyware.com/"" rel=""nofollow"">Evy</a>","UpSearchSQL",0,FALSE,FALSE,NA,NA
"516","Free Webinars in November – Learn from Big Data &amp; Machine Learning Applications in Healthcare https://t.co/wbu83O4LgE #BigData",FALSE,0,NA,2017-11-09 19:31:19,FALSE,NA,"928706585395978240",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","TungstenBigData",1,FALSE,FALSE,NA,NA
"517","Free Webinars in November – Learn from Big Data &amp; Machine Learning Applications in Healthcare https://t.co/ZPvIOavxdn",FALSE,0,NA,2017-11-09 19:30:36,FALSE,NA,"928706407867830275",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","NewsOfBigData",0,FALSE,FALSE,NA,NA
"518","Free Webinars in November – Learn from Big Data &amp; Machine Learning Applications in Healthcare https://t.co/bxMjELDdqg #bigdata",FALSE,1,NA,2017-11-09 19:24:06,FALSE,NA,"928704772609269760",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","SuriyaSubraman",0,FALSE,FALSE,NA,NA
"519","5 Big Data Trends in Healthcare for 2017   https://t.co/bnQUUTj8td via @rightrelevance thanks @mapr",FALSE,0,NA,2017-11-09 19:22:24,FALSE,NA,"928704344882425856",NA,"<a href=""http://www.rightrelevance.com"" rel=""nofollow"">Right Relevance</a>","grjenkin",0,FALSE,FALSE,NA,NA
"521","Fortunately, a Healthcare Business is interested as Big Data Applications.",FALSE,0,NA,2017-11-09 19:07:13,FALSE,NA,"928700520658755584",NA,"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>","nagayama0706",0,FALSE,FALSE,NA,NA
"524","Free Webinars in November – Learn from Big Data &amp; Machine Learning Applications in Healthcare https://t.co/SbS4rAQCYx @MESANETWORK",FALSE,0,NA,2017-11-09 19:03:03,FALSE,NA,"928699473609420800",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","alegaudino",2,FALSE,FALSE,NA,NA
"526","Free Webinars in November – Learn from Big Data &amp;#038; Machine Learning Applications in Healthcare https://t.co/zzu9gDnaQ9",FALSE,0,NA,2017-11-09 19:02:11,FALSE,NA,"928699255023423488",NA,"<a href=""http://khomitskiy.com"" rel=""nofollow"">Dmitriy Khomitskiy</a>","soularis999feed",0,FALSE,FALSE,NA,NA
"527","Global Big Data Analytics in Healthcare Market Dynamics 2017: Opportunities, Risks and Driving ... https://t.co/MXDrmOL2So #DataAnalytics",FALSE,0,NA,2017-11-09 18:59:26,FALSE,NA,"928698564804595713",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","TungstenBigData",0,FALSE,FALSE,NA,NA
"528","<U+3010>Cortana Intelligence and Machine Learning Blog<U+3011> https://t.co/SpK8Uh4tlK Free Webinars in November – Learn from Big Data &amp; Machine Learnin…",FALSE,0,NA,2017-11-09 18:52:45,FALSE,NA,"928696880040697856",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","datasci_blogs",0,FALSE,FALSE,NA,NA
"529","Free Webinars in November – Learn from Big Data &amp; Machine Learning Applications in Healthcare https://t.co/5mffapbbzI",FALSE,0,NA,2017-11-09 18:50:27,FALSE,NA,"928696301927260160",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","NickHencher",0,FALSE,FALSE,NA,NA
"530","Ten Major Challenges of #BigData Analytics in the Healthcare Industry of Today by @HectorWachter https://t.co/NqdT0nXvei #Analytics",FALSE,1,NA,2017-11-09 18:50:14,FALSE,NA,"928696246453366784",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","Accelerite",0,FALSE,FALSE,NA,NA
"531","IoT: Free Webinars in November – Learn from Big Data &amp; Machine Learning Applications in Healthcare https://t.co/j6huX6kIkx",FALSE,0,NA,2017-11-09 18:46:46,FALSE,NA,"928695376839708673",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","david_das_neves",0,FALSE,FALSE,NA,NA
"533","Free Webinars in November – Learn from Big Data &amp; Machine Learning Applications in Healthcare https://t.co/toGjO59uDR",FALSE,0,NA,2017-11-09 18:40:22,FALSE,NA,"928693762905313281",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","PythonLoop",0,FALSE,FALSE,NA,NA
"536","McKesson healthcare analytics - Essential tenets hold true, despite the rolling seas of big data change https://t.co/NHik93gW5n",FALSE,0,NA,2017-11-09 18:17:35,FALSE,NA,"928688032215175168",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JackVaughanatTT",0,FALSE,FALSE,NA,NA
"537","mapr: #BigData Analytics Use Cases: R/X For #Healthcare by joebluems: https://t.co/P34tERJgrD https://t.co/beMJ2VPH7w",FALSE,0,NA,2017-11-09 18:17:10,FALSE,NA,"928687926103420928",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","FabulousPowers",0,FALSE,FALSE,NA,NA
"538","Free Webinars in November – Learn from Big Data &amp; Machine Learning Applications in Healthcare https://t.co/FXkFD0ivST",FALSE,2,NA,2017-11-09 18:16:41,FALSE,NA,"928687806091849728",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","DaleSayers",0,FALSE,FALSE,NA,NA
"539","Free Webinars in November – Learn from Big Data &amp; Machine Learning Applications in Healthcare https://t.co/S4J8lihxLx",FALSE,1,NA,2017-11-09 18:16:34,FALSE,NA,"928687777419423744",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","vinodk_sql",0,FALSE,FALSE,NA,NA
"540","Free Webinars in November – Learn from Big Data &amp; Machine Learning Applications in Healthcare… https://t.co/8LRZGHhMVf",FALSE,1,NA,2017-11-09 18:16:34,TRUE,NA,"928687776467369984",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","sudhakars",1,FALSE,FALSE,NA,NA
"541","#BigData Analytics Use Cases: R/X For #Healthcare by @joebluems: https://t.co/f8GwvuGwLz https://t.co/y4UJibUwGY",FALSE,2,NA,2017-11-09 18:15:24,FALSE,NA,"928687481314250753",NA,"<a href=""http://meetedgar.com"" rel=""nofollow"">Meet Edgar</a>","mapr",0,FALSE,FALSE,NA,NA
"543","How #healthcare industry is being disrupted through #bigdata?
https://t.co/2eV8olqu2W

Via @CIOonline https://t.co/9RK4BceRQe",FALSE,2,NA,2017-11-09 18:00:59,FALSE,NA,"928683855833387008",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","Analytiks",0,FALSE,FALSE,NA,NA
"544","#Cortana #ML Free Webinars in November – Learn from Big Data &amp; Machine Learning Applications in Healthcare - https://t.co/9b3J5AYIps",FALSE,1,NA,2017-11-09 17:57:13,FALSE,NA,"928682905517330433",NA,"<a href=""http://www.powerapps.com"" rel=""nofollow"">Microsoft PowerApps and Flow</a>","JeromeCoquide",0,FALSE,FALSE,NA,NA
"546","What do Big Data, Technology and Healthcare have in common? @captainclinical explains Nov. 10 from 7-8:30 p.m. in B… https://t.co/yxRKK2jkzW",FALSE,2,NA,2017-11-09 17:55:19,TRUE,NA,"928682426993381378",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","uncwchhs",1,FALSE,FALSE,NA,NA
"547","70% of #Healthcare execs pin growth to #BigData #Analytics skills: https://t.co/mIb0iwmpPJ https://t.co/1gdQBMgzMl",FALSE,1,NA,2017-11-09 17:54:04,FALSE,NA,"928682111451697152",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","solixbigdata",0,FALSE,FALSE,NA,NA
"556","How big data can help improve healthcare for America's veterans <U+27A1> https://t.co/WtsfhIqgxc @Argonne #VeteransDay <ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B2> https://t.co/4rvSjQ7Jaa",FALSE,17,NA,2017-11-09 17:10:04,FALSE,NA,"928671040636534784",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","ENERGY",9,FALSE,FALSE,NA,NA
"557","How Big #Data analytics touches everything from healthcare to how you get a loan @tech2eets https://t.co/tgiaWcK64b",FALSE,0,NA,2017-11-09 17:08:07,FALSE,NA,"928670549265604608",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","benrilot",0,FALSE,FALSE,NA,NA
"558","Ten Major Challenges of Big Data Analytics in the Healthcare Industry of Today https://t.co/J0PSKqQC6U @datafloq",FALSE,0,NA,2017-11-09 17:04:01,FALSE,NA,"928669519215808512",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","VanRijmenam",1,FALSE,FALSE,NA,NA
"559","How Big #Data analytics touches everything from healthcare to how you get a loan @tech2eets https://t.co/ujpNPvjz22",FALSE,0,NA,2017-11-09 17:02:32,FALSE,NA,"928669146350542848",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","BenJohnsonLaw",0,FALSE,FALSE,NA,NA
"561","Global Big Data Analytics in Healthcare Market Dynamics 2017: Op https://t.co/WexJZtV2ii <ed><U+00A0><U+00BD><ed><U+00B7><U+00A3>#Opines on #BigData",FALSE,0,NA,2017-11-09 16:58:28,FALSE,NA,"928668122122514432",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","BigDataBlogs",0,FALSE,FALSE,NA,NA
"562","Global Big Data Analytics in Healthcare Market Dynamics 2017: Opportunities, Risks and Driving ... https://t.co/MdYr89g2g5 #BigData",FALSE,0,NA,2017-11-09 16:51:30,FALSE,NA,"928666368811159553",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","TungstenBigData",0,FALSE,FALSE,NA,NA
"563","Global Big Data Analytics in Healthcare Market Dynamics 2017: Opportunities, Risks and Driving ... https://t.co/RKDS7V7xAb #bigdata",FALSE,0,NA,2017-11-09 16:44:08,FALSE,NA,"928664513137688576",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","SuriyaSubraman",0,FALSE,FALSE,NA,NA
"564","Global Big Data Analytics in Healthcare Market Dynamics 2017: Op https://t.co/3L3RUr4lqC #BigData",FALSE,0,NA,2017-11-09 16:41:07,FALSE,NA,"928663754358870016",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","TungstenBigData",0,FALSE,FALSE,NA,NA
"566","Lonny Northrup from Intermountain Healthcare, discussing Big Data and Machine Learning. <ed><U+00A0><U+00BD><ed><U+00B8><U+008A> #HDAA2017 @HDAA2017 https://t.co/jmaFczeeWA",FALSE,2,NA,2017-11-09 16:38:32,FALSE,NA,"928663105579704321",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HDAA_Official",1,FALSE,FALSE,NA,NA
"571","Global Big Data Analytics in Healthcare Market Dynamics 2017: Opportunities, Risks and Driving ... https://t.co/2Ua3GcXu6z <ed><U+00A0><U+00BD><ed><U+00B7><U+00A3>#Opines on #Bi…",FALSE,0,NA,2017-11-09 16:13:36,FALSE,NA,"928656831572037632",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","BigDataBlogs",0,FALSE,FALSE,NA,NA
"576","A ""big data"" look at world's top health and healthcare tweeters using NodeXL
@nhsmillion
@who
@bmj_latest… https://t.co/bkbiNyZ2nW",FALSE,36,NA,2017-11-09 15:14:32,TRUE,NA,"928641964827922434",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","gmacscotland",24,FALSE,FALSE,NA,NA
"581","Today is Meetup Day!  Be sure to join us for #DefenseAgainstTheDarkArts as we discuss how to use #AI &amp; #BigData for… https://t.co/zhn82r7r6Y",FALSE,5,NA,2017-11-09 14:54:46,TRUE,NA,"928636990953852928",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MetiStream",8,FALSE,FALSE,NA,NA
"587","New Research Topic at Frontiers in ICT: Medical Internet of Things, Connected Systems and Big Data in Healthcare. S… https://t.co/Y6b51rPP1r",FALSE,1,NA,2017-11-09 14:10:07,TRUE,NA,"928625755659145216",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SystemsMedicine",2,FALSE,FALSE,NA,NA
"588","How Big #Data analytics touches everything from healthcare to how you get a loan @tech2eets https://t.co/0vWQpjSBAP",FALSE,0,NA,2017-11-09 14:08:00,FALSE,NA,"928625220700733440",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","MobileGreg",0,FALSE,FALSE,NA,NA
"589","Pharma turns 2 big data 2 gauge care and pricing. #Pharmaceuticals,#Healthcare,#BigData,#Medicare,#MedicalResearch. https://t.co/Q53fIMdFlp",FALSE,0,NA,2017-11-09 14:03:16,FALSE,NA,"928624028360654850",NA,"<a href=""https://www.gremlinsocial.com"" rel=""nofollow"">Gremlin Social</a>","Shyam17",0,FALSE,FALSE,NA,NA
"594","How Big Data is Transforming the Healthcare Industry https://t.co/4XM5HxXZKz",FALSE,0,NA,2017-11-09 13:37:05,FALSE,NA,"928617440065368064",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","seanf64044299",0,FALSE,FALSE,NA,NA
"595","#Several #studies have #pointed the #fact that #India’s #healthcare is on the #verge of a #digital #transformation,… https://t.co/k9rc2fAEtd",FALSE,14,NA,2017-11-09 13:36:09,TRUE,NA,"928617204685332480",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mfaisalpatel",8,FALSE,FALSE,NA,NA
"596","Check out this #event: Big Data and Healthcare Innovation: https://t.co/wCnprwvoUK #mygreekagent",FALSE,0,NA,2017-11-09 13:31:08,FALSE,NA,"928615945668526082",NA,"<a href=""http://parkbench.com"" rel=""nofollow"">Parkbench.com</a>","PeriKiros",0,FALSE,FALSE,NA,NA
"597","#AI #ML #BigData #HPC #3dp #IoT #IIot #Bioinformatics t make #PrecisionMedicine affordable...… https://t.co/3JjBDzTf9o",FALSE,0,NA,2017-11-09 13:26:25,TRUE,NA,"928614758705745920",NA,"<a href=""http://convey.pro"" rel=""nofollow"">Convey: Make it post for you</a>","LynxPro_UK",0,FALSE,FALSE,NA,NA
"598","#AI #ML #BigData #HPC #3dp #IoT #IIot #Bioinformatics t make #PrecisionMedicine affordable...… https://t.co/g0BIt9fq23",FALSE,0,NA,2017-11-09 13:24:22,TRUE,NA,"928614241283788800",NA,"<a href=""http://convey.pro"" rel=""nofollow"">Convey: Make it post for you</a>","eSURETY",0,FALSE,FALSE,NA,NA
"602","#bigdata #Analytics: Finding Healthcare in a New Frontier https://t.co/WKCUGxTds6 https://t.co/1taqelz7xs… https://t.co/iavJsgzTTi",FALSE,0,NA,2017-11-09 12:56:19,TRUE,NA,"928607181288730624",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","fmarin_ES",0,FALSE,FALSE,NA,NA
"604","#bigdata #Analytics: Finding Healthcare in a New Frontier
https://t.co/MHvSlj9MTg https://t.co/UpyWtvJToQ",FALSE,2,NA,2017-11-09 12:42:31,FALSE,NA,"928603709080309761",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","7wData",0,FALSE,FALSE,NA,NA
"607","How is healthcare utilising #BigData? Check it out: via @digitalistmag https://t.co/LfczFUgTQW https://t.co/6V1slfcb2t",FALSE,3,NA,2017-11-09 12:30:24,FALSE,NA,"928600659078864896",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","SAPUKIreland",4,FALSE,FALSE,NA,NA
"608","How can #BigData help #healthcare @TELUSHealth #health #data #technology https://t.co/JVdsrtLfME?amp=1",FALSE,1,NA,2017-11-09 12:29:26,FALSE,NA,"928600414446002177",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Amalia_Pinos",1,FALSE,FALSE,NA,NA
"609","mapr: 5 #BigData Trends in #Healthcare for 2017 by caroljmcdonald: https://t.co/KA5hjnLxwM https://t.co/O9Z6dLA1mN",FALSE,0,NA,2017-11-09 12:22:06,FALSE,NA,"928598570533605376",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","FabulousPowers",0,FALSE,FALSE,NA,NA
"610","5 #BigData Trends in #Healthcare for 2017 by @caroljmcdonald: https://t.co/1C4ivnnSk7 https://t.co/64MdJrwXuC",FALSE,2,NA,2017-11-09 12:15:24,FALSE,NA,"928596884037558272",NA,"<a href=""http://meetedgar.com"" rel=""nofollow"">Meet Edgar</a>","mapr",1,FALSE,FALSE,NA,NA
"611","Global Big Data Analytics In Healthcare Market is growing at a CAGR of +19% from 2017-2021 with top key players lik… https://t.co/2LzojvAKr8",FALSE,0,NA,2017-11-09 11:57:21,TRUE,NA,"928592343703449606",NA,"<a href=""http://amplifr.com"" rel=""nofollow"">Amplifr</a>","Peter_Brostrom",0,FALSE,FALSE,NA,NA
"613","Why Has Big Data Analytics Become A Part And Parcel of Healthcare? | @scoopit https://t.co/hE4sITWAoa",FALSE,1,NA,2017-11-09 11:31:30,FALSE,NA,"928585835527712768",NA,"<a href=""http://www.scoop.it"" rel=""nofollow"">Scoop.it</a>","CodiantInc",1,FALSE,FALSE,NA,NA
"615","Big data analytics in healthcare market illuminated by new report - https://t.co/DsQmfGI3h3",FALSE,0,NA,2017-11-09 11:25:30,FALSE,NA,"928584329109712896",NA,"<a href=""http://bigdatasp.com"" rel=""nofollow"">BigDataSP</a>","cloudpsi",0,FALSE,FALSE,NA,NA
"618","Healthcare #BigData #Analytics market Market moving toward 2027 With New Procedures https://t.co/e2B1S4D9CJ",FALSE,0,NA,2017-11-09 11:07:30,FALSE,NA,"928579796635754497",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","iPredictt",0,FALSE,FALSE,NA,NA
"619","""Basic Science"" of #healthcare #bigdata analytics still needs work https://t.co/Xhac52naU5 #healthdata",FALSE,0,NA,2017-11-09 11:00:02,FALSE,NA,"928577919353606144",NA,"<a href=""http://www.net-results.com/"" rel=""nofollow"">Social Marketing Automation</a>","JulieAnnWalters",0,FALSE,FALSE,NA,NA
"621","Check out our new podcast, asking the big questions around data in modern healthcare #futurehealth… https://t.co/5CXP97RnGR",FALSE,1,NA,2017-11-09 10:53:00,TRUE,NA,"928576148426117120",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PhilipsPR",0,FALSE,FALSE,NA,NA
"622","How big data is disrupting the #healthcare industry https://t.co/qC8qDTKO6o https://t.co/Sg7Hl8OTM1",FALSE,0,NA,2017-11-09 10:52:04,FALSE,NA,"928575913029193728",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","uddenfeldt",0,FALSE,FALSE,NA,NA
"626","Ten Major Challenges of Big Data Analytics in the Healthcare Industry of Today https://t.co/JCG4fSmzFc",FALSE,0,NA,2017-11-09 10:44:05,FALSE,NA,"928573906117636096",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","PrivacyInDesign",0,FALSE,FALSE,NA,NA
"628","The hype surrounding big data analytics in healthcare can be termed as “challenging, but inescapable”. https://t.co/6W2gO7iugB",FALSE,0,NA,2017-11-09 10:42:20,FALSE,NA,"928573462893006850",NA,"<a href=""http://onlywire.com/"" rel=""nofollow"">OnlyWire / Official App</a>","Datafloq_jobs",1,FALSE,FALSE,NA,NA
"630","Ten Major Challenges of Big Data Analytics in the Healthcare Industry of Today https://t.co/vRq1vQt0WP https://t.co/OyEf8A2vki",FALSE,0,NA,2017-11-09 10:39:12,FALSE,NA,"928572675965906944",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","MichaelWardeman",0,FALSE,FALSE,NA,NA
"632","Ten Major Challenges of Big Data Analytics in the Healthcare Industry of Today - by @HectorWachter https://t.co/03QnJHq25x #BigData",FALSE,0,NA,2017-11-09 10:36:59,FALSE,NA,"928572118354317312",NA,"<a href=""https://www.socialoomph.com"" rel=""nofollow"">SocialOomph</a>","VanRijmenam",3,FALSE,FALSE,NA,NA
"633","Ten Major Challenges of Big Data Analytics in the Healthcare Industry of Today - by @HectorWachter https://t.co/IytbZf6GIU #BigData",FALSE,0,NA,2017-11-09 10:36:59,FALSE,NA,"928572116156502016",NA,"<a href=""https://www.socialoomph.com"" rel=""nofollow"">SocialOomph</a>","Datafloq",0,FALSE,FALSE,NA,NA
"636","Big data and digitization will largely drive the growth strategies of life sciences companies. #FTPharma… https://t.co/AEpHxcQuKI",FALSE,20,NA,2017-11-09 10:30:02,TRUE,NA,"928570366724853761",NA,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","Deloitte",24,FALSE,FALSE,NA,NA
"637","From @lefkofsky --&gt; Op-Ed: Enlisting #BigData in the War Against Cancer | @usnews https://t.co/Jf75W4hsag",FALSE,0,NA,2017-11-09 10:25:05,FALSE,NA,"928569121641582595",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","MicFarris",0,FALSE,FALSE,NA,NA
